image_name,question,correct_answer,question_type,answer_type,map_type,image_size_bucket,geographic_level,source_row
736.png,Which state is shaded similarly to Arizona and lies in the southeast?,Georgia,['Positional'],Single Entity,_choropleth,0.1–0.5MP,_country,8962
737.jpg,How many stations have access to Railway stations?,5,['Other'],Counting,_network,2–8MP,_city,8963
737.jpg,How many interchange station are there in total?,36,['Other'],Counting,_network,2–8MP,_city,8966
737.jpg,If a person wants to go from Kuqi Rd to Hujiyang which direction train he should take?,Lijiao,['Positional'],Single Entity,_network,2–8MP,_city,8967
737.jpg,How many stations a person has to travel to get from Jiangxia to Feixiang,3,['Other'],Counting,_network,2–8MP,_city,8969
737.jpg,How can a person go from Guangzhou East Railway Station to Airport,Line 3,['Positional'],Boolean,_network,2–8MP,_city,8971
737.jpg,How many metro lines a person has to access to go from Jiaokou to Wenchong?,1,['Other'],Counting,_network,2–8MP,_city,8972
738.png,What rail connects Box Hill to the Stony Point rail?,Suburban Rail Loop,['Positional'],Single Entity,_network,>8MP,_city,8973
738.png,Which color line is Middle Footscray on?,Yellow,"['Visual', 'Positional']",Single Entity,_network,>8MP,_city,8974
738.png,Name the station 3 stations from State library away from Town Hall.,Kensington,['Other'],Single Entity,_network,>8MP,_city,8975
738.png,"Name the transfer station that connects pink, green, purple, and the periwinkle line.",South Yarra,"['Visual', 'Positional']",Single Entity,_network,>8MP,_city,8976
738.png,"Name the transfer station that connects purple, yellow, and the green line.",Footscray,"['Visual', 'Positional']",Single Entity,_network,>8MP,_city,8977
738.png,How many stations from Flinders Street is it to Tottenham?,5,['Other'],Counting,_network,>8MP,_city,8978
738.png,How many stations from South Yarra is it to West Richmond?,4,['Positional'],Counting,_network,>8MP,_city,8979
738.png,Which colored line is Diggers Rest on?,Yellow,['Visual'],Single Entity,_network,>8MP,_city,8980
738.png,What colored line is South Kenington on?,Green,"['Visual', 'Positional']",Single Entity,_network,>8MP,_city,8981
738.png,Which station do you transfer to get from Balaclava to Carnegie?,South Yarra,['Other'],Single Entity,_network,>8MP,_city,8982
739.png,what is the color on the right side of the scale after yellow?,green,"['Visual', 'Positional']",Single Entity,_choropleth,0.5–2MP,_country,8983
739.png,what is the color on the least life expectency side?,red,"['Visual', 'Positional', 'Comparative']",Single Entity,_choropleth,0.5–2MP,_country,8984
739.png,what is the color on the high life expectency side?,purple,"['Visual', 'Positional', 'Comparative']",Single Entity,_choropleth,0.5–2MP,_country,8985
739.png,which side of the map has most of the yellow regions?,right,"['Visual', 'Positional', 'Comparative']",Single Entity,_choropleth,0.5–2MP,_country,8986
739.png,what is the color when life expectancy is between 78-81 and not 66-69?,Green,"['Visual', 'Positional']",Single Entity,_choropleth,0.5–2MP,_country,8987
739.png,what is the color when life expectancy is between 69-72?,Red or light red,"['Visual', 'Positional']",Single Entity,_choropleth,0.5–2MP,_country,8988
739.png,hOW MANY COUNTIES TOUCHING THE WEST COAST WITH LIFE expectancy BETWEEN 66-69?,0,['Positional'],Counting,_choropleth,0.5–2MP,_country,8989
739.png,which color/life expectancy range is more dominant in the life expectancy map?,Yellow to green,['Comparative'],Single Entity,_choropleth,0.5–2MP,_country,8990
739.png,Which color is almost never observed on the west side of the map?,red,"['Visual', 'Positional']",Single Entity,_choropleth,0.5–2MP,_country,8991
739.png,Which color indicates better than yellow life expectancy?,Green,['Visual'],Single Entity,_choropleth,0.5–2MP,_country,8993
740.jpg,How many stations are there between Snowdon and Berri-UQAM ?,13,['Positional'],Counting,_network,2–8MP,_city,8994
740.jpg,What is the third station after Angrignon on the Green Line?,Jolicoeur,"['Visual', 'Comparative']",Single Entity,_network,2–8MP,_city,8995
740.jpg,Which direction does the Orange Line curve near Jean-Talon?,Northwest,"['Visual', 'Positional']",Single Entity,_network,2–8MP,_city,8996
740.jpg,Which station is directly north of Place-d’Armes on the Orange Line?,Champ-de-Mars,"['Visual', 'Positional']",Single Entity,_network,2–8MP,_city,8997
740.jpg,"On the map, which direction does Line 1 (Green) go from Lionel-Groulx to Honoré-Beaugrand?",Northeast,"['Visual', 'Positional']",Single Entity,_network,2–8MP,_city,8998
740.jpg,How many AMT commuter rail connections are displayed on the map?,6,['Visual'],Counting,_network,2–8MP,_city,8999
740.jpg,Which station is marked with both AMT and Métro interchange icons?,Bonaventure,['Visual'],Single Entity,_network,2–8MP,_city,9000
740.jpg,Which Orange Line station is just before a transfer to the Blue Line?,Jean-Talon,['Visual'],Single Entity,_network,2–8MP,_city,9001
740.jpg,What is the last Blue Line station before entering the Orange Line zone at Jean-Talon?,De Castelnau,['Visual'],Single Entity,_network,2–8MP,_city,9002
740.jpg,Which Orange Line station lies directly below McGill visually?,Bonaventure,"['Visual', 'Positional']",Single Entity,_network,2–8MP,_city,9003
741.jpg,How many  color‐coded lines converge in the downtown tunnel area between Van Ness and Embarcadero?,5,['Positional'],Counting,_network,0.5–2MP,_city,9005
741.jpg,Count How many stations have the Bart Station and Line symbol based on legend given in the image ?,10,['Other'],Counting,_network,0.5–2MP,_city,9008
741.jpg,Count the nymber of stations that T line has based on the map ?,22,['Other'],Counting,_network,0.5–2MP,_city,9011
741.jpg,"Traveling inbound on the M line from SF State, which station is just before arriving at Van Ness ?",Church & Market,['Other'],Single Entity,_network,0.5–2MP,_city,9013
742.jpg,How many states according to the map are relaxed and creative?,10,['Other'],Counting,_choropleth,0.1–0.5MP,_country,9014
742.jpg,Which relaxed and creative state is the closest to North Carolina?,Virginia,"['Positional', 'Comparative']",Single Entity,_choropleth,0.1–0.5MP,_country,9016
742.jpg,Which category has the least number of states according to the map?,Relaxed & Creative,['Comparative'],Single Entity,_choropleth,0.1–0.5MP,_country,9018
742.jpg,What is the easternmost friendly and conventional state?,Florida,"['Positional', 'Comparative']",Single Entity,_choropleth,0.1–0.5MP,_country,9019
742.jpg,What is the largest friendly & conventional state by area?,Montana,['Comparative'],Single Entity,_choropleth,0.1–0.5MP,_country,9020
742.jpg,"According to the map, in which state would I be closest to every category of personality?",Texas or TX or Arizona or AZ or Colorado or CO,['Comparative'],Single Entity,_choropleth,0.1–0.5MP,_country,9022
742.jpg,"According to the map, which state has no neighboring states that are the same category as it?",Texas,['Other'],Single Entity,_choropleth,0.1–0.5MP,_country,9023
743.jpg,Which station lies directly between Myeongil and Gil-dong?,Gubeundari,['Positional'],Single Entity,_network,2–8MP,_city,9024
743.jpg,Which station connects Olympic Park and Bangi?,Mongchon-toseong,['Positional'],Single Entity,_network,2–8MP,_city,9025
743.jpg,Which station lies at the intersection of two lines?,Bokjeong,['Positional'],Single Entity,_network,2–8MP,_city,9026
743.jpg,Which station lies between Olympic Park and Gaerong?,Munjeong,['Positional'],Single Entity,_network,2–8MP,_city,9027
743.jpg,Which station borders both curved and straight segments?,Munjeong,['Positional'],Single Entity,_network,2–8MP,_city,9028
743.jpg,Which station name appears partially hidden under a box?,Bangi,"['Visual', 'Comparative']",Single Entity,_network,2–8MP,_city,9029
743.jpg,Which station connects to a visible label 'cubeundari'?,Beomgye,"['Visual', 'Positional']",Single Entity,_network,2–8MP,_city,9030
743.jpg,Which station is west of Gaerong on the same line?,Munjeong,['Positional'],Single Entity,_network,2–8MP,_city,9031
743.jpg,Which station appears south of Munjeong?,Gaerong,"['Visual', 'Positional']",Single Entity,_network,2–8MP,_city,9032
744.png,"Looking at the map, which state in the northwest has mostly light-colored counties?",Montana,"['Visual', 'Positional']",Single Entity,_choropleth,0.5–2MP,_country,9033
744.png,Which southern state shows a narrow dark belt cutting across it horizontally?,Texas,"['Visual', 'Positional']",Single Entity,_choropleth,0.5–2MP,_country,9034
744.png,Is Alaska more densely populated than Hawaii according to the map?,No,['Comparative'],Boolean,_choropleth,0.5–2MP,_country,9035
744.png,"In the Midwest, do states like Iowa and Nebraska show mostly dark or light counties?",Light,['Visual'],Boolean,_choropleth,0.5–2MP,_country,9036
744.png,"On this map, are the coastal counties generally darker or lighter than inland counties?",Darker,"['Visual', 'Comparative']",Boolean,_choropleth,0.5–2MP,_country,9037
744.png,Is Florida mostly light or dark on the population density map?,Dark,['Visual'],Boolean,_choropleth,0.5–2MP,_country,9038
744.png,Which state near Alaska is shown on the map as well?,Hawaii,"['Visual', 'Positional']",Single Entity,_choropleth,0.5–2MP,_country,9039
744.png,In which part of California do we see the highest population density?,Coast,"['Visual', 'Comparative']",Single Entity,_choropleth,0.5–2MP,_country,9040
744.png,Which coast (east or west) generally has darker counties?,East,"['Visual', 'Positional', 'Comparative']",Single Entity,_choropleth,0.5–2MP,_country,9041
744.png,Do most states show a uniform shade of color or a patchy mix of different shades?,Patchy mix,"['Visual', 'Comparative']",Boolean,_choropleth,0.5–2MP,_country,9042
745.jpg,How many ways a person have to reach Musarambhag from Bharatnagar?,2,['Other'],Counting,_network,>8MP,_city,9045
745.jpg,From how many stations a person can access airport shuttle services?,9,['Other'],Counting,_network,>8MP,_city,9047
745.jpg,from how many stations a person can access more than one type of transportation?,2,['Comparative'],Counting,_network,>8MP,_city,9048
745.jpg,what is the station number that comes after prakash nagar when going towards nagole?,11,['Other'],Single Entity,_network,>8MP,_city,9049
745.jpg,what is the name of the station that comes after Prakash Nagar when going towards Nagole?,Rasoolpura,['Other'],Single Entity,_network,>8MP,_city,9050
745.jpg,how many stations are there between malakpet to Kukatpally,16,['Positional'],Counting,_network,>8MP,_city,9051
745.jpg,what is the fastest way to reach MG Bus Station from Ameerpet? Give me a direct answer,red line,['Other'],Single Entity,_network,>8MP,_city,9052
746.jpg,Which color on the legend represents Q1 (p > 0.75)?,Purple,['Visual'],Single Entity,_choropleth,0.5–2MP,_country,9053
746.jpg,"Which quartile (Q1, Q2, Q3, Q4) is shown in blue on the map?",Q2,['Visual'],Single Entity,_choropleth,0.5–2MP,_country,9054
746.jpg,Which quartile is labeled as Q4 (p < 0.25)?,Red,['Visual'],Single Entity,_choropleth,0.5–2MP,_country,9055
746.jpg,Which color appears most extensively across the Southeast region?,Red,"['Visual', 'Positional', 'Comparative']",Single Entity,_choropleth,0.5–2MP,_country,9056
746.jpg,Are the higher probability ranks (p > 0.75) more concentrated in the West or the East?,West,"['Positional', 'Comparative']",Boolean,_choropleth,0.5–2MP,_country,9057
746.jpg,Which quartile color suggests probabilities around or below 25%?,Red,"['Visual', 'Positional']",Single Entity,_choropleth,0.5–2MP,_country,9058
746.jpg,Which quartile hue covers many counties in the Deep South?,Red,"['Visual', 'Positional']",Single Entity,_choropleth,0.5–2MP,_country,9059
746.jpg,What quartile do you see dominating the Northern Rockies region?,Purple,"['Visual', 'Positional']",Single Entity,_choropleth,0.5–2MP,_country,9060
746.jpg,"Which color is the least common overall, based on a quick glance?",Purple,"['Visual', 'Comparative']",Single Entity,_choropleth,0.5–2MP,_country,9061
746.jpg,Which quartile rank indicates a mid-to-low probability range (0.25 ≤ p < 0.5)?,Q3,['Other'],Single Entity,_choropleth,0.5–2MP,_country,9062
747.png,Which state is shown with the brightest yellow color?,California,['Visual'],Single Entity,_choropleth,0.5–2MP,_country,9063
747.png,"Which state is colored orange, indicating the second-highest milk production?",Wisconsin,['Visual'],Single Entity,_choropleth,0.5–2MP,_country,9064
747.png,Most states are shown in which general color shade?,Dark blue,"['Visual', 'Comparative']",Single Entity,_choropleth,0.5–2MP,_country,9065
747.png,States with very low milk production are mostly in which color?,Dark blue,['Visual'],Single Entity,_choropleth,0.5–2MP,_country,9066
747.png,Is Texas colored darker or lighter than New York?,Darker,"['Visual', 'Comparative']",Boolean,_choropleth,0.5–2MP,_country,9067
747.png,"Which region (east, west, north, south) has the largest milk-producing state by color?",West,"['Visual', 'Positional', 'Comparative']",Single Entity,_choropleth,0.5–2MP,_country,9068
747.png,How many states show a yellowish or orange color?,2,['Visual'],Counting,_choropleth,0.5–2MP,_country,9069
747.png,What is the color gradient direction for increasing milk production?,Dark blue to yellow,"['Visual', 'Positional']",Single Entity,_choropleth,0.5–2MP,_country,9070
747.png,Are most southern states colored dark or bright?,Dark,"['Visual', 'Positional', 'Comparative']",Boolean,_choropleth,0.5–2MP,_country,9071
747.png,Which side of the country shows higher milk production visually?,West,"['Positional', 'Comparative']",Single Entity,_choropleth,0.5–2MP,_country,9072
748.png,What is the closest red state to Indiana?,Ohio,"['Visual', 'Comparative']",Single Entity,_choropleth,0.5–2MP,_country,9076
748.png,What is the closest blue state to Louisiana?,Arkansas,"['Visual', 'Comparative']",Single Entity,_choropleth,0.5–2MP,_country,9077
748.png,How many red states are there?,13,['Visual'],Counting,_choropleth,0.5–2MP,_country,9078
748.png,How many states along the great lakes are red?,1,"['Visual', 'Positional']",Counting,_choropleth,0.5–2MP,_country,9079
748.png,"According to the map, how many states along the Mexican American border are red?",1,"['Visual', 'Positional']",Counting,_choropleth,0.5–2MP,_country,9080
748.png,"Between Arizona, Colorado, Utah, and New Mexico, which state is the darkest blue?",New Mexico,"['Visual', 'Positional', 'Comparative']",Single Entity,_choropleth,0.5–2MP,_country,9081
749.png,How many points have 5 routes intersecting there?,3,['Other'],Counting,_network,0.5–2MP,_city,9082
749.png,What is the color of route 12?,Orange,['Visual'],Single Entity,_network,0.5–2MP,_city,9087
749.png,How many points are there on the shortest path from Gallieni to Telegraphe?,6,['Comparative'],Counting,_network,0.5–2MP,_city,9088
750.jpg,Which line could one remove and still ensure coverage between all the stations?,none,['Positional'],Single Entity,_network,2–8MP,_city,9090
750.jpg,Which station is at the intersection of where one line ends and another line starts?,Tehran,['Positional'],Single Entity,_network,2–8MP,_city,9091
750.jpg,Which line covers the most number of regions on the map?,Pink,['Comparative'],Single Entity,_network,2–8MP,_city,9092
750.jpg,How many different ways can one go from Meydan e ketab to Haram e Hazrat e Abdolazim?,10,['Other'],Counting,_network,2–8MP,_city,9094
750.jpg,What is the best connected university on the map?,Tehran University or Daneshgah-e Tehran,"['Positional', 'Comparative']",Single Entity,_network,2–8MP,_city,9095
750.jpg,Is there a direct route(no transfers) from Haram e Hazrat e Abdolazim to Shahid Settari?,Yes,['Other'],Boolean,_network,2–8MP,_city,9096
750.jpg,How would go from the Takhti sports complex to Goftegou park using the fastest path?,purple line,['Other'],Boolean,_network,2–8MP,_city,9097
750.jpg,What is the most centrally located station in the map?,Imam Khomemi,"['Positional', 'Comparative']",Single Entity,_network,2–8MP,_city,9098
751.png,Which U.S. state has the largest number of counties in the darkest teal color?,California,"['Visual', 'Comparative']",Single Entity,_choropleth,0.5–2MP,_country,9100
751.png,Which region shows the highest population density in Florida?,Southern Florida,['Comparative'],Single Entity,_choropleth,0.5–2MP,_country,9101
751.png,Are there any counties in the Mountain West with populations over 1 million?,Yes,"['Positional', 'Comparative']",Boolean,_choropleth,0.5–2MP,_country,9102
751.png,"Which part of Texas has more high-population counties—north, south, east, or west?",East Texas,"['Positional', 'Comparative']",Single Entity,_choropleth,0.5–2MP,_country,9103
751.png,"In which Great Plains state are most counties under 20,000 in population?",Nebraska,['Comparative'],Single Entity,_choropleth,0.5–2MP,_country,9104
751.png,Which part of the U.S. shows the highest concentration of low-population counties?,Central Plains or Northern Plains,['Comparative'],Single Entity,_choropleth,0.5–2MP,_country,9105
751.png,"Do more western or eastern counties fall below 20,000 in population?",Western,"['Positional', 'Comparative']",Boolean,_choropleth,0.5–2MP,_country,9106
751.png,What does the darkest teal color on this map represent?,Counties with over 5 million people,"['Visual', 'Comparative']",Single Entity,_choropleth,0.5–2MP,_country,9107
751.png,What population does the color brown represent?,Fewer than 20000,['Visual'],Single Entity,_choropleth,0.5–2MP,_country,9108
751.png,What year is the population data from?,2022,['Other'],Single Entity,_choropleth,0.5–2MP,_country,9109
752.png,Which state has mostly blue-colored counties (lowest commute times)?,North Dakota,['Comparative'],Single Entity,_choropleth,0.5–2MP,_country,9110
752.png,Which state has a red urban cluster surrounded by mostly blue counties?,Colorado,"['Visual', 'Positional']",Single Entity,_choropleth,0.5–2MP,_country,9111
752.png,Which area in the Midwest has a red commute hotspot?,Chicago metro,['Visual'],Single Entity,_choropleth,0.5–2MP,_country,9112
752.png,Which state shows very little red but has a few yellow counties?,Oregon,['Visual'],Single Entity,_choropleth,0.5–2MP,_country,9113
752.png,Which state’s panhandle shows shorter commutes than its rest?,Texas,['Comparative'],Single Entity,_choropleth,0.5–2MP,_country,9114
752.png,Which area in the western U.S. has surprisingly high commute times?,Salt Lake City suburbs,"['Positional', 'Comparative']",Single Entity,_choropleth,0.5–2MP,_country,9115
752.png,Which state’s eastern half has higher commute times than its western half?,Pennsylvania,"['Positional', 'Comparative']",Single Entity,_choropleth,0.5–2MP,_country,9116
752.png,Identify a cluster of red counties outside the East Coast.,Northeastern Colorado,"['Visual', 'Positional']",Single Entity,_choropleth,0.5–2MP,_country,9117
752.png,Name a state with both red and blue counties.,Texas,['Visual'],Single Entity,_choropleth,0.5–2MP,_country,9118
752.png,Which part of Florida shows longer commute times?,Northern Florida,['Comparative'],Single Entity,_choropleth,0.5–2MP,_country,9119
753.png,What map technique is used on the left side of the image?,Choropleth,"['Visual', 'Positional']",Single Entity,_multiple,2–8MP,_region,9120
753.png,Which city is labeled closer to the center of the maps?,Oakland,"['Visual', 'Positional']",Single Entity,_multiple,2–8MP,_region,9121
753.png,What color on the choropleth map indicates areas with the lowest percentage of people under 18?,Dark blue,"['Visual', 'Comparative']",Single Entity,_multiple,2–8MP,_region,9122
753.png,How many population size categories are shown in the symbol legend?,3,['Visual'],Counting,_multiple,2–8MP,_region,9123
753.png,"In the bivariate map, which city region shows the darkest and largest circles clustered together?",Oakland,"['Visual', 'Comparative']",Single Entity,_multiple,2–8MP,_region,9124
753.png,What general geographic direction is San Jose located from San Francisco?,Southeast,['Positional'],Single Entity,_multiple,2–8MP,_region,9125
753.png,What feature is absent in the bivariate symbol map but present in the choropleth map?,Census tract boundaries,['Other'],Single Entity,_multiple,2–8MP,_region,9126
753.png,Which map style uses varying circle sizes to show differences in population?,Bivariate proportional symbols,['Visual'],Single Entity,_multiple,2–8MP,_region,9127
753.png,Which side of the map shows more distinct variation between adjacent areas?,Left,"['Positional', 'Comparative']",Single Entity,_multiple,2–8MP,_region,9128
753.png,"In the choropleth map, which region shows several patches of brown color?",East Bay,['Visual'],Single Entity,_multiple,2–8MP,_region,9129
754.png,Which U.S. region has the highest concentration of counties with >50% Black population?,The Deep South or Mississippi River region,"['Visual', 'Comparative']",Single Entity,_choropleth,>8MP,_country,9130
754.png,Is the percent Black population higher in eastern or western Texas counties?,Eastern Texas,"['Visual', 'Positional', 'Comparative']",Boolean,_choropleth,>8MP,_country,9131
754.png,Which state has the most counties with a 25–50% Black population?,Mississippi,"['Visual', 'Comparative']",Single Entity,_choropleth,>8MP,_country,9132
754.png,Is the percent Black population in most California counties above or below 10%?,Below,"['Visual', 'Positional', 'Comparative']",Boolean,_choropleth,>8MP,_country,9134
754.png,Which state west of the Mississippi River has several counties in the 10–15% range?,Missouri,['Positional'],Single Entity,_choropleth,>8MP,_country,9136
754.png,What year does the data on the map represent?,2013,['Other'],Single Entity,_choropleth,>8MP,_country,9137
754.png,What does the darkest color on the map represent?,Counties with >50% Black population,"['Visual', 'Comparative']",Single Entity,_choropleth,>8MP,_country,9138
754.png,Are most counties in the western U.S. light-colored on this map?,Yes,"['Visual', 'Positional', 'Comparative']",Boolean,_choropleth,>8MP,_country,9139
755.png,Are the counties along the Pacific Coast generally darker or lighter than inland western counties?,Darker,"['Visual', 'Positional', 'Comparative']",Boolean,_choropleth,>8MP,_country,9140
755.png,"Based on the map, are most western counties lightly or darkly shaded?",Lightly,"['Positional', 'Comparative']",Boolean,_choropleth,>8MP,_country,9141
755.png,Do areas with the darkest blue typically appear near coastlines or far inland?,Coastlines,"['Visual', 'Positional', 'Comparative']",Boolean,_choropleth,>8MP,_country,9142
755.png,"Are counties with densities over 10,000 mostly clustered together or scattered across the U.S.?",Clustered,"['Positional', 'Comparative']",Boolean,_choropleth,>8MP,_country,9143
755.png,Is the area of highest continuous dark blue more along the East Coast or the West Coast?,East,"['Visual', 'Positional', 'Comparative']",Boolean,_choropleth,>8MP,_country,9144
755.png,"In the western half of the U.S., are dark blue counties more often isolated or grouped?",Isolated,"['Visual', 'Positional', 'Comparative']",Boolean,_choropleth,>8MP,_country,9145
755.png,Is population density in the Midwest mostly uniform (same shade) or varied (different shades)?,Varied,['Visual'],Boolean,_choropleth,>8MP,_country,9146
755.png,"In California, do the highest density counties appear more toward the coast or inland?",Coast,"['Visual', 'Comparative']",Boolean,_choropleth,>8MP,_country,9147
755.png,"Between the Southeast and Southwest, which region appears more consistently medium-to-dark blue?",Southeast,"['Visual', 'Positional', 'Comparative']",Single Entity,_choropleth,>8MP,_country,9148
755.png,"Looking at Alaska, are there any counties shaded with the darkest blue?",No,"['Visual', 'Comparative']",Boolean,_choropleth,>8MP,_country,9149
756.jpg,Which countries have Islamic state territorial gains in 2016?,Syria,['Other'],Single Entity,_conflict,2–8MP,_subcontinent,9150
757.png,"Which state is more republican leaning, Texas or Mississippi?",Neither,['Comparative'],Single Entity,_choropleth,2–8MP,_country,9161
757.png,"Which state is more republican leaning, California or Mississippi?",California,['Comparative'],Single Entity,_choropleth,2–8MP,_country,9162
757.png,Name the most democratic leaning state along the west coast.,Oregon,"['Positional', 'Comparative']",Single Entity,_choropleth,2–8MP,_country,9164
757.png,Name the green state east of the yellow states that include Vermont.,Maine,"['Visual', 'Positional']",Single Entity,_choropleth,2–8MP,_country,9166
757.png,Name the east most state that is mostly republican percentage.,New Hampshire,"['Positional', 'Comparative']",Single Entity,_choropleth,2–8MP,_country,9168
758.png,Which state has the largest interior population symbol?,Illinois,['Comparative'],Single Entity,_marker,0.5–2MP,_country,9169
758.png,Which state has a very small non-zero costline population but a large interior population?,Texas,['Comparative'],Single Entity,_marker,0.5–2MP,_country,9170
758.png,What is the value of the largest coastline symbol in California?,10000000,['Comparative'],Single Entity,_marker,0.5–2MP,_country,9171
758.png,What is the numeric value of the largest coastline population symbol in Texas?,5000000,['Comparative'],Single Entity,_marker,0.5–2MP,_country,9172
758.png,"Which is bigger, the largest coastline population symbol in Florida or Texas?",Texas,['Comparative'],Single Entity,_marker,0.5–2MP,_country,9173
758.png,Does Hawaii or Alaska have more coastline population?,Hawaii,['Comparative'],Boolean,_marker,0.5–2MP,_country,9174
758.png,Is the largest interior symbol in Arizona bigger or smaller than the largest interior symbol in Cali,Bigger,['Comparative'],Boolean,_marker,0.5–2MP,_country,9175
759.jpg,How many regions have been gained by Ukraine since January 1st?,6,['Other'],Counting,_conflict,2–8MP,_region,9176
759.jpg,How many distinct areas have been gained by Russia since January 1st?,15+,['Other'],Counting,_conflict,2–8MP,_region,9177
759.jpg,What is the approximate distance between the northernmost and southernmost points of the regions gai,300 to 350 kilometers or 185 to 215 miles,"['Positional', 'Comparative']",Single Entity,_conflict,2–8MP,_region,9178
759.jpg,How many regions gained by Ukraine are adjacent to regions held by Russia?,All,['Positional'],Counting,_conflict,2–8MP,_region,9179
759.jpg,Are there any regions gained by Russia that are completely surrounded by regions controlled by Ukrai,No,['Positional'],Boolean,_conflict,2–8MP,_region,9180
759.jpg,Are there any regions that have remained unchanged in control since January 1st?,not possible,['Other'],Boolean,_conflict,2–8MP,_region,9181
759.jpg,Are there any regions gained by Ukraine that are completely surrounded by regions controlled by Rus,No,['Positional'],Boolean,_conflict,2–8MP,_region,9182
759.jpg,Which country controls the northernmost region gained since January 1st?,Russia,"['Positional', 'Comparative']",Single Entity,_conflict,2–8MP,_region,9183
759.jpg,Which country controls the smallest distinct region gained since January 1st?,Ukraine,['Comparative'],Single Entity,_conflict,2–8MP,_region,9184
759.jpg,Are there any blue regions that are not adjacent to any red regions?,No,"['Visual', 'Positional']",Boolean,_conflict,2–8MP,_region,9185
760.png,Which sea is located south of Ukraine according to the map?,Black,['Positional'],Single Entity,_conflict,0.5–2MP,_country,9186
760.png,Which major Ukrainian city is shown closest to the Chernobyl plant?,Kyiv,"['Visual', 'Comparative']",Single Entity,_conflict,0.5–2MP,_country,9187
760.png,"According to the map legend, what color represents areas controlled by Russia before 2022?",Dark green,['Visual'],Single Entity,_conflict,0.5–2MP,_country,9188
760.png,Which city is shown closest to the Sea of Azov?,Mariupol,"['Visual', 'Comparative']",Single Entity,_conflict,0.5–2MP,_country,9189
760.png,What body of water is located between Crimea and mainland Ukraine?,Sea of Azov,['Positional'],Single Entity,_conflict,0.5–2MP,_country,9190
760.png,Which country borders Ukraine directly to the west on this map?,Poland,['Positional'],Single Entity,_conflict,0.5–2MP,_country,9191
760.png,Is Lviv located closer to Poland or Russia according to the map?,Poland,['Positional'],Boolean,_conflict,0.5–2MP,_country,9192
760.png,What is the symbol used to mark the city of Kyiv on this map?,Star inside circle,['Visual'],Single Entity,_conflict,0.5–2MP,_country,9193
760.png,Which Ukrainian city is shown near the unrecognized region of Transnistria?,Vinnytsia,"['Visual', 'Positional']",Single Entity,_conflict,0.5–2MP,_country,9194
760.png,What type of control status is shown with beige/cream color?,Ukraine government,['Visual'],Single Entity,_conflict,0.5–2MP,_country,9195
761.jpg,Give me the count of the cities with low potential abundance in July.,17,['Other'],Counting,_marker,0.5–2MP,_country,9196
761.jpg,FL has only red circles. True of False?,True,['Visual'],Boolean,_marker,0.5–2MP,_country,9197
761.jpg,Right side of map has more cities compared to left. True or False?,True,"['Positional', 'Comparative']",Boolean,_marker,0.5–2MP,_country,9198
761.jpg,How much of potential abundance is shown for Houston?,Moderate,['Visual'],Counting,_marker,0.5–2MP,_country,9199
761.jpg,How many different sizes of circles are present?,4,['Visual'],Counting,_marker,0.5–2MP,_country,9200
761.jpg,Any state with only smallest circles?,OK,['Comparative'],Boolean,_marker,0.5–2MP,_country,9201
761.jpg,Which among the cities with moderate potential abundance has highest monthly average arrivals?,New York City,['Comparative'],Single Entity,_marker,0.5–2MP,_country,9202
761.jpg,What is the exact range of number of people for biggest circles?,500000 - 1300000,['Comparative'],Single Entity,_marker,0.5–2MP,_country,9204
761.jpg,"Between Dallas and Las Vegas, which city shows a higher monthly arrival average?",Dallas,"['Positional', 'Comparative']",Single Entity,_marker,0.5–2MP,_country,9205
762.jpg,Which state has large patches of high vulnerability and low stay-at-home behavior?,Texas,['Comparative'],Single Entity,_choropleth,0.5–2MP,_country,9206
762.jpg,Which region of the U.S. appears with the most light purple shading?,Northeast,"['Visual', 'Comparative']",Single Entity,_choropleth,0.5–2MP,_country,9207
762.jpg,Which U.S. region generally shows high stay-at-home behavior regardless of vulnerability?,West Coast,['Comparative'],Single Entity,_choropleth,0.5–2MP,_country,9208
762.jpg,What color dominates most of South Carolina?,Beige,"['Visual', 'Positional', 'Comparative']",Single Entity,_choropleth,0.5–2MP,_country,9209
762.jpg,What color is Alaska predominantly shaded in?,Light Beige,['Visual'],Single Entity,_choropleth,0.5–2MP,_country,9210
762.jpg,Which state in the Southeast has most counties shaded beige?,Mississippi,"['Positional', 'Comparative']",Single Entity,_choropleth,0.5–2MP,_country,9211
762.jpg,Which state in the Midwest has mostly light colors and low SVI?,Iowa,['Visual'],Single Entity,_choropleth,0.5–2MP,_country,9212
762.jpg,Which U.S. coast shows the greatest variation in vulnerability and behavior?,West,['Comparative'],Single Entity,_choropleth,0.5–2MP,_country,9213
762.jpg,Which state in the Plains has low vulnerability and moderate behavior in most counties?,Nebraska,['Comparative'],Single Entity,_choropleth,0.5–2MP,_country,9214
762.jpg,Which state shows high SVI and high behavior in its southern counties?,Arizona,"['Positional', 'Comparative']",Single Entity,_choropleth,0.5–2MP,_country,9215
763.png,"Which region, based on the map, shows some of the highest Average ED (far right of the legend)?",Southern Africa,"['Positional', 'Comparative']",Single Entity,_choropleth,0.5–2MP,_world,9216
763.png,Which color typically represents high Average ED and high Variance of ED (top-right on the legend)?,Deep purple,"['Visual', 'Positional', 'Comparative']",Single Entity,_choropleth,0.5–2MP,_world,9217
