sample_id,screening_id,source_row,image_name,question,correct_answer,answer_type,question_type,tag_combo,map_type,geographic_level,reward_pattern,correct_generations,num_generations,mean_reward,diagnostic_class,selection_reason
2546,2546,2807,290.png,Which city shown is located furthest east?,Houston,Single Entity,"['Visual', 'Positional', 'Comparative']",Comparative+Positional+Visual,_marker,_state,"1,1,1,1",4,4,1.0,all_correct,balance_Comparative+Positional+Visual_easy_all_correct
2547,2547,2808,290.png,Which Texas city is located closest to the center of the state as shown on this map?,Austin,Single Entity,"['Visual', 'Positional', 'Comparative']",Comparative+Positional+Visual,_marker,_state,"1,1,1,1",4,4,1.0,all_correct,balance_Comparative+Positional+Visual_easy_all_correct
2548,2548,2809,290.png,"Based on the map, which body of water is visible on the eastern border of Texas?",Gulf of Mexico,Single Entity,"['Visual', 'Positional']",Positional+Visual,_marker,_state,"1,1,1,1",4,4,1.0,all_correct,balance_Positional+Visual_easy_all_correct
2549,2549,2810,290.png,Which city appears to be in closest proximity to the largest concentration of inland water bodies?,Dallas,Single Entity,"['Visual', 'Positional', 'Comparative']",Comparative+Positional+Visual,_marker,_state,"0,0,1,1",2,4,0.5,mixed,retain_all_mixed_signal
2550,2550,2811,290.png,How many cities are shown on the map in total?,5,Counting,['Visual'],Visual,_marker,_state,"1,1,1,1",4,4,1.0,all_correct,balance_Visual_easy_all_correct
2551,2551,2813,290.png,What is the largest city in Texas shown on the map?,Houston,Single Entity,"['Visual', 'Comparative']",Comparative+Visual,_marker,_state,"1,1,1,1",4,4,1.0,all_correct,balance_Comparative+Visual_easy_all_correct
2552,2552,2814,291.jpg,The main escape routes shown on the map ended in Mexico.,false,Boolean,['Visual'],Visual,_network,_region,"1,1,1,1",4,4,1.0,all_correct,balance_Visual_easy_all_correct
2553,2553,2815,291.jpg,Fugitive slaves used routes through Ohio and Indiana to reach Canada.,true,Boolean,"['Visual', 'Positional']",Positional+Visual,_network,_region,"1,1,1,1",4,4,1.0,all_correct,balance_Positional+Visual_easy_all_correct
2558,2558,2820,291.jpg,The scale of miles on the bottom right suggests the map was designed for detailed route planning.,true,Boolean,"['Positional', 'Comparative']",Comparative+Positional,_network,_region,"1,1,1,1",4,4,1.0,all_correct,balance_Comparative+Positional_easy_all_correct
2559,2559,2821,291.jpg,Lake Michigan is used as a major escape crossing point into Canada.,false,Boolean,['Visual'],Visual,_network,_region,"0,0,0,0",0,4,0.0,all_wrong,balance_Visual_hard_all_wrong
2560,2560,2822,291.jpg,The inset map provides detailed routes around the cities of Harrisburg and York.,true,Boolean,['Other'],Other,_network,_region,"0,0,1,0",1,4,0.25,mixed,retain_all_mixed_signal
2561,2561,2823,291.jpg,Does the map include a legend explaining the meaning of red lines and dots.,false,Boolean,['Visual'],Visual,_network,_region,"0,0,0,0",0,4,0.0,all_wrong,balance_Visual_hard_all_wrong
2566,2566,2828,292.png,What's the combined percentage of the three smallest regions visible in the northern part of country,26.2,Single Entity,"['Visual', 'Positional', 'Comparative']",Comparative+Positional+Visual,_choropleth,_country,"0,0,0,0",0,4,0.0,all_wrong,balance_Comparative+Positional+Visual_hard_all_wrong
2567,2567,2829,292.png,What's the approximate ratio of the highest percentage to the lowest percentage shown?,5:1,Single Entity,"['Visual', 'Comparative']",Comparative+Visual,_choropleth,_country,"1,0,1,0",2,4,0.5,mixed,retain_all_mixed_signal
2568,2568,2830,292.png,How many regions form the complete perimeter of the 11% southern region?,4,Counting,['Positional'],Positional,_choropleth,_country,"1,1,0,1",3,4,0.75,mixed,retain_all_mixed_signal
2571,2571,2834,293.png,How many colors/sections do you see?,4,Counting,['Visual'],Visual,_mixed,_continent,"0,1,1,1",3,4,0.75,mixed,retain_all_mixed_signal
2572,2572,2835,293.png,Which color on the map represents countries located mostly in Northern Africa?,Red,Single Entity,"['Visual', 'Positional']",Positional+Visual,_mixed,_continent,"0,0,0,0",0,4,0.0,all_wrong,balance_Positional+Visual_hard_all_wrong
2573,2573,2836,293.png,How many countries in Europe are shaded in light green?,4,Counting,['Visual'],Visual,_mixed,_continent,"1,1,0,0",2,4,0.5,mixed,retain_all_mixed_signal
2574,2574,2837,293.png,Are there more red-shaded countries north or south of the Mediterranean Sea?,South,Boolean,"['Positional', 'Comparative']",Comparative+Positional,_mixed,_continent,"0,0,0,0",0,4,0.0,all_wrong,balance_Comparative+Positional_hard_all_wrong
2575,2575,2838,293.png,Which colored region includes both Spain and France?,Brown,Single Entity,['Visual'],Visual,_mixed,_continent,"0,1,1,1",3,4,0.75,mixed,retain_all_mixed_signal
2576,2576,2839,293.png,Which large island in the northwest part of the map is completely grey?,United Kingdom,Single Entity,"['Visual', 'Positional', 'Comparative']",Comparative+Positional+Visual,_mixed,_continent,"0,0,0,0",0,4,0.0,all_wrong,balance_Comparative+Positional+Visual_hard_all_wrong
2578,2578,2841,293.png,Are there any red-shaded countries south of the equator?,No,Boolean,['Positional'],Positional,_mixed,_continent,"1,1,1,1",4,4,1.0,all_correct,balance_Positional_easy_all_correct
2583,2583,2847,294.png,"According to the map, how many species cross the Equator twice?",2,Counting,['Positional'],Positional,_network,_world,"0,0,1,0",1,4,0.25,mixed,retain_all_mixed_signal
2590,2590,2854,295.png,Which river forms part of the border between Poland and Belarus?,Bug,Single Entity,['Positional'],Positional,_network,_subcontinent,"0,0,1,0",1,4,0.25,mixed,retain_all_mixed_signal
2591,2591,2855,295.png,What color marks the border crossing points for trucks only?,Green,Single Entity,"['Visual', 'Positional']",Positional+Visual,_network,_subcontinent,"0,0,1,1",2,4,0.5,mixed,retain_all_mixed_signal
2593,2593,2857,295.png,Which border crossing is designated specifically for trucks only?,Kazlovičy-Kukuryki,Single Entity,['Positional'],Positional,_network,_subcontinent,"1,0,1,0",2,4,0.5,mixed,retain_all_mixed_signal
2594,2594,2858,295.png,Which city is located at the junction of highways M1 and E30?,Brest,Single Entity,['Positional'],Positional,_network,_subcontinent,"0,0,1,1",2,4,0.5,mixed,retain_all_mixed_signal
2595,2595,2859,295.png,Which country is NOT labeled on this map but shares a border with Belarus?,Russia,Single Entity,"['Visual', 'Positional']",Positional+Visual,_network,_subcontinent,"1,0,1,1",3,4,0.75,mixed,retain_all_mixed_signal
2596,2596,2860,295.png,Which country has the fewest labeled border crossing points on this map?,Ukraine,Single Entity,"['Visual', 'Positional', 'Comparative']",Comparative+Positional+Visual,_network,_subcontinent,"0,0,0,0",0,4,0.0,all_wrong,balance_Comparative+Positional+Visual_hard_all_wrong
2600,2600,2866,296.png,Which country does the route go through from Istanbul to Minsk as shown in image?,Russia,Single Entity,"['Visual', 'Positional']",Positional+Visual,_network,_subcontinent,"1,0,0,0",1,4,0.25,mixed,retain_all_mixed_signal
2601,2601,2867,296.png,Which country according to uploaded image has restricted air traffic ?,Ukraine,Single Entity,['Other'],Other,_network,_subcontinent,"0,1,1,0",2,4,0.5,mixed,retain_all_mixed_signal
2604,2604,2871,296.png,Which flight connects dubai to Minsk as shown in uploaded image ?,Flydubai,Single Entity,"['Visual', 'Positional']",Positional+Visual,_network,_subcontinent,"1,1,1,1",4,4,1.0,all_correct,balance_Positional+Visual_easy_all_correct
2607,2607,2874,297.png,Which island is located farthest east?,Linosa,Single Entity,"['Positional', 'Comparative']",Comparative+Positional,_marker,_region,"1,1,1,1",4,4,1.0,all_correct,balance_Comparative+Positional_easy_all_correct
2608,2608,2875,297.png,Which island is located closest to Tunisia?,Lampione,Single Entity,"['Positional', 'Comparative']",Comparative+Positional,_marker,_region,"1,0,0,1",2,4,0.5,mixed,retain_all_mixed_signal
2609,2609,2876,297.png,Which island is the largest by size?,Lampedusa,Single Entity,"['Visual', 'Comparative']",Comparative+Visual,_marker,_region,"1,1,1,1",4,4,1.0,all_correct,balance_Comparative+Visual_easy_all_correct
2611,2611,2878,297.png,Which direction is Malta located from the Pelagie Islands?,East,Single Entity,['Positional'],Positional,_marker,_region,"1,0,0,0",1,4,0.25,mixed,retain_all_mixed_signal
2612,2612,2879,297.png,Which island is closest to the Adriatic Sea?,Linosa,Single Entity,['Comparative'],Comparative,_marker,_region,"0,0,0,0",0,4,0.0,all_wrong,balance_Comparative_hard_all_wrong
2613,2613,2881,297.png,Which island appears the most isolated?,Linosa,Single Entity,"['Visual', 'Comparative']",Comparative+Visual,_marker,_region,"1,1,0,0",2,4,0.5,mixed,retain_all_mixed_signal
2615,2615,2883,297.png,Which country is farthest from the Adriatic Sea?,Libya,Single Entity,['Comparative'],Comparative,_marker,_region,"0,1,1,1",3,4,0.75,mixed,retain_all_mixed_signal
2616,2616,2884,298.png,Which country in Europe has the most refugees per month?,Germany,Single Entity,['Comparative'],Comparative,_mixed,_continent,"1,1,0,1",3,4,0.75,mixed,retain_all_mixed_signal
2617,2617,2885,298.png,From which direction is the highest illegal border crossing?,Eastern Mediterranean Route,Single Entity,"['Positional', 'Comparative']",Comparative+Positional,_mixed,_continent,"0,0,0,0",0,4,0.0,all_wrong,balance_Comparative+Positional_hard_all_wrong
2622,2622,2891,298.png,Answer true or false: There are more people moving through Albania than the Apulia route,False,Boolean,"['Positional', 'Comparative']",Comparative+Positional,_mixed,_continent,"1,0,0,1",2,4,0.5,mixed,retain_all_mixed_signal
2623,2623,2892,298.png,Answer true or false: There are more people applying in Lithuanian than Cyprus,False,Boolean,['Comparative'],Comparative,_mixed,_continent,"0,0,0,1",1,4,0.25,mixed,retain_all_mixed_signal
2624,2624,2893,298.png,"nt ""The number of applicants applying for the country Estonia is greater than Lithuania"" is False. L",no,Counting,['Comparative'],Comparative,_mixed,_continent,"0,0,0,0",0,4,0.0,all_wrong,balance_Comparative_hard_all_wrong
2629,2629,2898,299.png,How many European countries are explicitly named on the map?,3,Counting,['Other'],Other,_network,_subcontinent,"0,1,1,1",3,4,0.75,mixed,retain_all_mixed_signal
2634,2634,2903,300.jpeg,How many lines lead to Malaysia?,3,Counting,['Other'],Other,_network,_subcontinent,"0,1,0,0",1,4,0.25,mixed,retain_all_mixed_signal
2638,2638,2907,300.jpeg,How many lines lead to Sri Lanka?,1,Counting,['Other'],Other,_network,_subcontinent,"0,0,0,1",1,4,0.25,mixed,retain_all_mixed_signal
3722,3722,4091,420.jpg,How many localities are there in Johnstone Shire according to the zoomed map?,7,Counting,['Other'],Other,_divisional,_country,"1,1,0,0",2,4,0.5,mixed,retain_all_mixed_signal
3726,3726,4095,420.jpg,How many localities in Johnstone Shire bordered to Cardwell Shire according to the zoomed map?,2,Counting,['Other'],Other,_divisional,_country,"0,1,0,0",1,4,0.25,mixed,retain_all_mixed_signal
3728,3728,4099,421.png,How many countries in South America are shaded pink on this map?,4,Counting,"['Visual', 'Positional']",Positional+Visual,_choropleth,_world,"0,0,0,0",0,4,0.0,all_wrong,balance_Positional+Visual_hard_all_wrong
3733,3733,4105,421.png,"Which island country is above Australia, which is shaded pink?",Papua New Guinea,Single Entity,"['Visual', 'Positional']",Positional+Visual,_choropleth,_world,"0,1,0,1",2,4,0.5,mixed,retain_all_mixed_signal
3734,3734,4106,421.png,what color represents countries with the highest amount of land sold?,Pink,Single Entity,"['Visual', 'Comparative']",Comparative+Visual,_choropleth,_world,"1,1,1,1",4,4,1.0,all_correct,balance_Comparative+Visual_easy_all_correct
3736,3736,4108,421.png,Does the map show any pink shading in the large island of Greenland?,No,Boolean,"['Visual', 'Comparative']",Comparative+Visual,_choropleth,_world,"1,1,1,1",4,4,1.0,all_correct,balance_Comparative+Visual_easy_all_correct
3738,3738,4110,422.jpg,In how many distinct region does the blue boundary divide the map into?,5,Counting,['Visual'],Visual,_divisional,_region,"1,1,0,0",2,4,0.5,mixed,retain_all_mixed_signal
3742,3742,4115,422.jpg,Is THERE ANY BLUE IN 6111?,YES,Boolean,['Visual'],Visual,_divisional,_region,"0,0,0,0",0,4,0.0,all_wrong,balance_Visual_hard_all_wrong
3744,3744,4120,423.png,Which region in Africa had countries mostly in the “Over 100” IMR category?,Sub-Saharan Africa,Single Entity,['Comparative'],Comparative,_choropleth,_world,"1,0,0,1",2,4,0.5,mixed,retain_all_mixed_signal
3745,3745,4121,423.png,What IMR category does Australia fall under based on the pattern?,Under 25,Single Entity,"['Visual', 'Comparative']",Comparative+Visual,_choropleth,_world,"0,1,0,1",2,4,0.5,mixed,retain_all_mixed_signal
3748,3748,4124,423.png,Which Asian country falls under the “51–100” IMR category based on the diagonal line pattern?,India,Single Entity,"['Visual', 'Comparative']",Comparative+Visual,_choropleth,_world,"1,1,0,1",3,4,0.75,mixed,retain_all_mixed_signal
3752,3752,4128,423.png,What IMR range is represented by the close diagonal thick dark lines?,51-100,Single Entity,['Visual'],Visual,_choropleth,_world,"1,0,1,1",3,4,0.75,mixed,retain_all_mixed_signal
3753,3753,4129,423.png,Most countries in Scandinavia fall under which IMR category?,Under 25,Single Entity,['Comparative'],Comparative,_choropleth,_world,"1,0,0,0",1,4,0.25,mixed,retain_all_mixed_signal
3756,3756,4134,424.jpg,name the postal area which is same as that of a bird,Swan,Single Entity,['Other'],Other,_mixed,_region,"1,0,0,1",2,4,0.5,mixed,retain_all_mixed_signal
3757,3757,4135,424.jpg,"from Northam i move south i reach York, turning left and continuing upwards where would i reach?",cunderdin,Single Entity,['Positional'],Positional,_mixed,_region,"0,1,0,0",1,4,0.25,mixed,retain_all_mixed_signal
3759,3759,4137,424.jpg,does Northam fall in a franchise territory?,no,Boolean,['Other'],Other,_mixed,_region,"0,1,1,1",3,4,0.75,mixed,retain_all_mixed_signal
3767,3767,4147,425.png,WHICH DIRECTION(NEWS) DOES THE BIRD'S HEAD LOOK INTO IN THE LOGO?,South,Single Entity,"['Visual', 'Positional']",Positional+Visual,_layout,_building,"0,0,0,0",0,4,0.0,all_wrong,balance_Positional+Visual_hard_all_wrong
3768,3768,4148,425.png,Which gate is closest to Heineken rooftop according to the image?,Gate A,Single Entity,['Comparative'],Comparative,_layout,_building,"1,1,0,1",3,4,0.75,mixed,retain_all_mixed_signal
3770,3770,4150,426.png,Which Australian mainland state borders the most other states or territories?,South Australia,Single Entity,"['Positional', 'Comparative']",Comparative+Positional,_divisional,_continent,"1,0,0,0",1,4,0.25,mixed,retain_all_mixed_signal
3771,3771,4151,426.png,What ocean lies to the west of Australia?,Indian Ocean,Single Entity,['Positional'],Positional,_divisional,_continent,"1,0,0,1",2,4,0.5,mixed,retain_all_mixed_signal
3772,3772,4152,426.png,Which territory is located directly south of mainland Australia in the ocean?,Tasmanien,Single Entity,['Positional'],Positional,_divisional,_continent,"0,1,1,1",3,4,0.75,mixed,retain_all_mixed_signal
3773,3773,4153,426.png,Which Australian external territory is closest to Indonesia?,Ashmore und Cartierinseln,Single Entity,['Comparative'],Comparative,_divisional,_continent,"1,1,1,1",4,4,1.0,all_correct,balance_Comparative_easy_all_correct
3774,3774,4154,426.png,Which island group lies farthest northeast from mainland Australia?,Korallenmeerinseln,Single Entity,"['Positional', 'Comparative']",Comparative+Positional,_divisional,_continent,"0,0,0,0",0,4,0.0,all_wrong,balance_Comparative+Positional_hard_all_wrong
3775,3775,4155,426.png,Which external territory lies closest to the French territory in the southern Indian Ocean?,Heard und McDonaldinseln,Single Entity,"['Positional', 'Comparative']",Comparative+Positional,_divisional,_continent,"1,1,1,1",4,4,1.0,all_correct,balance_Comparative+Positional_easy_all_correct
3776,3776,4156,426.png,Which external territory is directly labeled near the Australian Antarctic Territory?,Heard und McDonaldinseln,Single Entity,"['Visual', 'Positional']",Positional+Visual,_divisional,_continent,"0,0,1,0",1,4,0.25,mixed,retain_all_mixed_signal
3778,3778,4158,426.png,Which is the only Australian territory shown bordering Antarctica?,Australian Antarctic Territory,Single Entity,"['Visual', 'Positional']",Positional+Visual,_divisional,_continent,"1,1,1,1",4,4,1.0,all_correct,balance_Positional+Visual_easy_all_correct
3779,3779,4159,426.png,Which island territory lies east of New South Wales and north of New Zealand?,Norfolkinsel,Single Entity,['Positional'],Positional,_divisional,_continent,"1,0,1,1",3,4,0.75,mixed,retain_all_mixed_signal
3780,3780,4160,427.jpg,what number labelled parking can be accessed from 29th street?,3,Single Entity,['Visual'],Visual,_layout,_campus,"0,0,0,1",1,4,0.25,mixed,retain_all_mixed_signal
3781,3781,4161,427.jpg,what structure is the k street text right next to?,The AIS Cancer Center & Outpatient Surgery Center,Single Entity,['Positional'],Positional,_layout,_campus,"1,1,1,1",4,4,1.0,all_correct,balance_Positional_easy_all_correct
3782,3782,4167,427.jpg,what year is this from?,2017,Single Entity,['Other'],Other,_layout,_campus,"1,1,1,1",4,4,1.0,all_correct,balance_Other_easy_all_correct
3786,3786,4171,428.png,How many customer service offices are there in this map?,4,Counting,['Other'],Other,_network,_city,"1,0,0,0",1,4,0.25,mixed,retain_all_mixed_signal
3789,3789,4174,428.png,Is there a direct metro from Fontana to Horta?,No,Boolean,['Other'],Other,_network,_city,"0,0,1,1",2,4,0.5,mixed,retain_all_mixed_signal
3790,3790,4175,428.png,Is there a direct metro from Les Cortes to Horta?,No,Boolean,['Other'],Other,_network,_city,"1,0,1,1",3,4,0.75,mixed,retain_all_mixed_signal
3797,3797,4182,429.jpg,South America is divided into how many time zones?,3,Counting,['Positional'],Positional,_divisional,_world,"1,0,1,1",3,4,0.75,mixed,retain_all_mixed_signal
3799,3799,4184,429.jpg,Australia is part of how many bars?,3,Counting,['Other'],Other,_divisional,_world,"1,0,0,0",1,4,0.25,mixed,retain_all_mixed_signal
3802,3802,4187,429.jpg,Which color represents the time zone that includes 0 at the top of the map?,Teal,Single Entity,"['Visual', 'Positional', 'Comparative']",Comparative+Positional+Visual,_divisional,_world,"0,0,0,0",0,4,0.0,all_wrong,balance_Comparative+Positional+Visual_hard_all_wrong
3807,3807,4192,430.jpg,Name the landmark closest to the Brandenburg Gate.,Reichstag Building,Single Entity,['Comparative'],Comparative,_mixed,_city,"1,1,1,1",4,4,1.0,all_correct,balance_Comparative_easy_all_correct
3808,3808,4193,430.jpg,Count the number of museums listed in the legend.,6,Counting,['Other'],Other,_mixed,_city,"1,1,0,0",2,4,0.5,mixed,retain_all_mixed_signal
3809,3809,4194,430.jpg,Name the only department store listed in the legend.,KaDeWe Department Store,Single Entity,['Other'],Other,_mixed,_city,"1,1,1,0",3,4,0.75,mixed,retain_all_mixed_signal
3811,3811,4197,430.jpg,Which landmark is closest to Alexanderplatz Square?,Berlin TV Tower,Single Entity,['Comparative'],Comparative,_mixed,_city,"0,0,0,0",0,4,0.0,all_wrong,balance_Comparative_hard_all_wrong
3815,3815,4201,431.png,Which northeastern state has the lowest amount of billionaires?,VT or Vermont,Single Entity,"['Positional', 'Comparative']",Comparative+Positional,_cartogram,_country,"0,0,0,0",0,4,0.0,all_wrong,balance_Comparative+Positional_hard_all_wrong
3817,3817,4203,431.png,Which state has the 6th most billionaires,Michigan or MI,Single Entity,['Comparative'],Comparative,_cartogram,_country,"0,0,0,0",0,4,0.0,all_wrong,balance_Comparative_hard_all_wrong
3819,3819,4205,431.png,Which state ranks second in billionaire count?,New York or NY,Single Entity,['Comparative'],Comparative,_cartogram,_country,"0,0,0,0",0,4,0.0,all_wrong,balance_Comparative_hard_all_wrong
3821,3821,4209,431.png,How many states are in the 9-18 range of billionaires?,5,Counting,['Other'],Other,_cartogram,_country,"0,0,0,1",1,4,0.25,mixed,retain_all_mixed_signal
3822,3822,4210,432.png,WHAT IS THE RANGE IN THE STATE OF CALIFORNIA?,87-108,Single Entity,['Other'],Other,_choropleth,_country,"0,1,0,1",2,4,0.5,mixed,retain_all_mixed_signal
3825,3825,4213,432.png,Which state has the highest range on the west coast?,California,Single Entity,"['Positional', 'Comparative']",Comparative+Positional,_choropleth,_country,"1,1,1,1",4,4,1.0,all_correct,balance_Comparative+Positional_easy_all_correct
3828,3828,4216,432.png,which state bordering arizona has the maximum range according to the image?,california,Single Entity,['Positional'],Positional,_choropleth,_country,"1,0,0,0",1,4,0.25,mixed,retain_all_mixed_signal
3829,3829,4217,432.png,which state bordering idaho has the highest range?,Montana,Single Entity,"['Positional', 'Comparative']",Comparative+Positional,_choropleth,_country,"1,0,0,0",1,4,0.25,mixed,retain_all_mixed_signal
3830,3830,4218,432.png,What is the range displayed for montana in the image?,87-108,Single Entity,['Visual'],Visual,_choropleth,_country,"0,1,1,0",2,4,0.5,mixed,retain_all_mixed_signal
3831,3831,4219,432.png,what is the range displayed for idaho in the image?,1-30,Single Entity,['Visual'],Visual,_choropleth,_country,"0,0,1,0",1,4,0.25,mixed,retain_all_mixed_signal
3832,3832,4221,433.jpg,Does Florida get deep purple in the second map?,No,Boolean,"['Visual', 'Comparative']",Comparative+Visual,_multiple,_country,"1,1,1,1",4,4,1.0,all_correct,balance_Comparative+Visual_easy_all_correct
3834,3834,4223,433.jpg,Can Cuba be seen in this map as an unmarked country pointing towards Florida,no data,Boolean,['Visual'],Visual,_multiple,_country,"1,1,1,1",4,4,1.0,all_correct,balance_Visual_easy_all_correct
3835,3835,4224,433.jpg,How many states are covered in all three maps? Add the totals up,48,Counting,['Other'],Other,_multiple,_country,"0,0,0,0",0,4,0.0,all_wrong,balance_Other_hard_all_wrong
3837,3837,4226,433.jpg,Is Florida is a deep shade of magenta in the first map or a deepshade of magenta in the second map?,Neither,Boolean,"['Visual', 'Comparative']",Comparative+Visual,_multiple,_country,"0,0,0,0",0,4,0.0,all_wrong,balance_Comparative+Visual_hard_all_wrong
3838,3838,4228,433.jpg,"Analyze the first two maps and study the bible belts. In the first map, is it blue?",No,Boolean,"['Visual', 'Comparative']",Comparative+Visual,_multiple,_country,"1,1,1,1",4,4,1.0,all_correct,balance_Comparative+Visual_easy_all_correct
3839,3839,4229,433.jpg,Is California really dark red in the first US map?,Yes,Boolean,"['Visual', 'Comparative']",Comparative+Visual,_multiple,_country,"1,0,1,0",2,4,0.5,mixed,retain_all_mixed_signal
3842,3842,4233,434.png,name the place south west of north channel,Belfast,Single Entity,['Positional'],Positional,_choropleth,_country,"0,1,1,0",2,4,0.5,mixed,retain_all_mixed_signal
3843,3843,4234,434.png,moving east from Preston to Hull what comes in between?,Leeds,Single Entity,['Positional'],Positional,_choropleth,_country,"1,0,1,1",3,4,0.75,mixed,retain_all_mixed_signal
3846,3846,4237,434.png,"name a place that starts with ""A""",Aberdeen,Single Entity,['Other'],Other,_choropleth,_country,"1,0,1,1",3,4,0.75,mixed,retain_all_mixed_signal
3849,3849,4240,435.webp,Which large island is the central focus of the map?,Sulawesi,Single Entity,['Comparative'],Comparative,_divisional,_region,"0,0,0,0",0,4,0.0,all_wrong,balance_Comparative_hard_all_wrong
3850,3850,4241,435.webp,Which country is labeled in the middle of the map?,Indonesia,Single Entity,"['Visual', 'Positional']",Positional+Visual,_divisional,_region,"1,1,1,1",4,4,1.0,all_correct,balance_Positional+Visual_easy_all_correct
3852,3852,4243,435.webp,Is the region shown on the right part of a single island or an archipelago?,Single island,Boolean,"['Visual', 'Positional']",Positional+Visual,_divisional,_region,"0,0,0,0",0,4,0.0,all_wrong,balance_Positional+Visual_hard_all_wrong
3856,3856,4247,435.webp,Which region (Sulawesi or western landmass) appears to have more local divisions?,Sulawesi,Single Entity,"['Visual', 'Positional', 'Comparative']",Comparative+Positional+Visual,_divisional,_region,"0,0,0,0",0,4,0.0,all_wrong,balance_Comparative+Positional+Visual_hard_all_wrong
3861,3861,4258,436.jpg,How many countries on African continent has lowest or no cases?,23,Counting,['Comparative'],Comparative,_choropleth,_world,"0,0,0,0",0,4,0.0,all_wrong,balance_Comparative_hard_all_wrong
3862,3862,4260,437.jpg,Boston common falls under which grid?,L5,Single Entity,['Comparative'],Comparative,_mixed,_city,"0,0,0,0",0,4,0.0,all_wrong,balance_Comparative_hard_all_wrong
3870,3870,4268,437.jpg,Does fish pier exist in the image?,Yes,Boolean,['Other'],Other,_mixed,_city,"0,1,1,1",3,4,0.75,mixed,retain_all_mixed_signal
3872,3872,4270,438.webp,Which city on this map appears to be located furthest northeast?,Enterprise,Single Entity,"['Visual', 'Positional', 'Comparative']",Comparative+Positional+Visual,_divisional,_state,"1,1,1,1",4,4,1.0,all_correct,balance_Comparative+Positional+Visual_easy_all_correct
