country,source_index,qa_id,ability_level,corrected_template_no,map_family,ground_truth_type,question,ground_truth,transition,baseline_correct,checkpoint_correct,baseline_answer,checkpoint_answer,baseline_tokens,checkpoint_tokens,baseline_status,checkpoint_status,baseline_reasoning_words,baseline_has_think_end,baseline_repeat4,baseline_wait_per_1k,baseline_at_limit,checkpoint_reasoning_words,checkpoint_has_think_end,checkpoint_repeat4,checkpoint_wait_per_1k,checkpoint_at_limit
china,740,mapwise_china_map9_0C_t24_idx0296,L2,23,china:map9_0,Binary,Yes or no: the median state value in the region bordering Vietnam lies between 4 and 6.,No,0->1,0,1,,no,3072,2662,truncated,complete,1885,False,0.34962805526036134,24.40318302387268,True,1806,True,0.3239046034387133,16.057585825027687,False
usa,2318,mapwise_usa_map_8213_t34_idx0297,L3,33,usa:map_8213,Binary,Yes or no: New Mexico is the southern-most state that has a higher value compared to all its neighbours.,No,0->1,0,1,,no,3072,1957,truncated,complete,2484,False,0.3752519145505845,18.115942028985508,True,1510,True,0.3284671532846716,16.556291390728475,False
china,765,mapwise_china_map21_1C_t19_idx0298,L1,18,china:map21_1,Binary,Yes or no: the value of the Hubei is higher than that of Yunnan.,Yes,1->1,1,1,yes,yes,197,337,complete,complete,130,True,0.0,0.0,False,234,True,0.04761904761904767,4.273504273504273,False
india,1210,mapwise_india_map22_6C_t6_idx0299,L0,6,india:map22_6,Binary,Yes or no: the map depicts absolute values.,Yes,1->1,1,1,yes,yes,259,269,complete,complete,175,True,0.011627906976744207,5.714285714285714,False,182,True,0.027932960893854775,5.4945054945054945,False
china,517,mapwise_china_map3_2D_t36_idx0300,L3,35,china:map3_2,Single,Name the South-most state in the highest range.,Shanghai,0->0,0,0,['hunan'],['h'],1172,2154,complete,complete,725,True,0.24099722991689754,17.93103448275862,False,1380,True,0.3500363108206246,16.666666666666668,False
india,1546,mapwise_india_map92_2C_t10_idx0301,L1,10,india:map92_2,Single,Is the value of Andhra Pradesh closer to 600 or 800?,800,1->1,1,1,['800'],['800'],659,2039,complete,complete,436,True,0.20554272517321015,22.93577981651376,False,1274,True,0.4547600314712824,14.913657770800627,False
usa,2816,mapwise_usa_map_5000_t3_idx0302,L0,3,usa:map_5000,Range,What is the overall range of the legend?,0.24-0.36,1->1,1,1,0.24-0.36,0.24-0.36,96,96,complete,complete,57,True,0.0,0.0,False,57,True,0.0,0.0,False
india,1006,mapwise_india_map1_0C_t10_idx0303,L1,10,india:map1_0,Single,Is the value of Rajasthan closer to Gujarat or Jharkhand?,Gujarat,1->1,1,1,['gujarat'],['gujarat'],677,751,complete,complete,453,True,0.10444444444444445,22.075055187637968,False,508,True,0.09108910891089106,17.716535433070867,False
usa,2067,mapwise_usa_map_200_t9_idx0304,L1,9,usa:map_200,Binary,Does New York state fall in the range 8-10k?,Yes,1->1,1,1,yes,yes,1325,1505,complete,complete,834,True,0.36582430806257527,21.58273381294964,False,971,True,0.33161157024793386,14.418125643666324,False
india,1645,mapwise_india_map102_1D_t21_idx0305,L2,20,india:map102_1,Binary,Yes or no: Sikkim has the least value among the states bordering West Bengal.,Yes,0->1,0,1,,yes,3072,1073,truncated,complete,1862,False,0.2899408284023669,16.111707841031148,True,597,True,0.08754208754208759,5.025125628140704,False
usa,2572,mapwise_usa_map_8391_t9_idx0306,L1,9,usa:map_8391,Binary,Does New York fall in range 1.2-1.4 M?,No,0->0,0,0,yes,yes,1220,1223,complete,complete,799,True,0.3316582914572864,22.528160200250312,False,785,True,0.27877237851662406,24.203821656050955,False
usa,2902,mapwise_usa_map_1347_t19_idx0307,L1,18,usa:map_1347,Binary,Yes or no: the value of  Florida is higher than Maine.,Yes,1->1,1,1,yes,yes,226,226,complete,complete,107,True,0.06730769230769229,0.0,False,107,True,0.06730769230769229,0.0,False
india,1974,mapwise_india_map170_8C_t38_idx0308,L2,37,india:map170_8,Binary,Yes or no: the value of Sikkim is above the median value amongst states in Northeast India.,Yes,1->1,1,1,yes,yes,1814,2006,complete,complete,1186,True,0.23161453930684694,15.177065767284992,False,1225,True,0.21358428805237317,17.142857142857142,False
usa,2886,mapwise_usa_map_17383_t41_idx0309,L0,40,usa:map_17383,Single,Are the legends evenly spaced ?,Yes,1->1,1,1,['yes'],['yes'],200,179,complete,complete,135,True,0.08333333333333337,7.407407407407407,False,126,True,0.024390243902439046,0.0,False
usa,2549,mapwise_usa_map_8083_t2_idx0310,L0,2,usa:map_8083,Binary,Yes or no: in the legend the colour darkness inversely proportional to the value.,No,1->1,1,1,no,no,188,188,complete,complete,102,True,0.0,0.0,False,102,True,0.0,0.0,False
usa,2180,mapwise_usa_map_18501_t22_idx0311,L2,21,usa:map_18501,Binary,Yes or no: States bordering the Great Lakes have lower values on average than states bordering Great Salt Lake.,No,1->1,1,1,no,no,1127,990,complete,complete,652,True,0.1694915254237288,10.736196319018404,False,579,True,0.13541666666666663,8.635578583765112,False
china,251,mapwise_china_map1_1D_t42_idx0312,L2,41,china:map1_1,Binary,"Yes/No: Beijing has a higher value than Yunnan, and also have a similar value to Liaoning.",Yes,1->0,1,0,yes,no,644,1223,complete,complete,379,True,0.12234042553191493,2.638522427440633,False,669,True,0.2222222222222222,5.9790732436472345,False
usa,2562,mapwise_usa_map_11274_t18_idx0313,L3,17,usa:map_11274,Binary,Yes or no: the value of the state Oklahoma is same as its neighbouring state Arkansas.,Yes,1->1,1,1,yes,yes,156,156,complete,complete,84,True,0.012345679012345734,0.0,False,84,True,0.012345679012345734,0.0,False
india,1118,mapwise_india_map10_8C_t21_idx0314,L2,20,india:map10_8,Binary,Yes or no: Tamil Nadu has the highest value in the east coast region.,No,0->1,0,1,,no,3072,846,truncated,complete,2339,False,0.3214897260273972,14.963659683625481,True,616,True,0.17455138662316472,8.116883116883116,False
india,1550,mapwise_india_map93_1C_t33_idx0315,L3,32,india:map93_1,Binary,Yes or no: Delhi and Uttar Pradesh are the pair of bordering states with the highest difference.,Yes,0->0,0,0,,,3072,3072,truncated,truncated,2080,False,0.18680789600385173,7.211538461538462,True,2038,False,0.2137592137592138,9.813542688910697,True
usa,2360,mapwise_usa_map_4270_t18_idx0316,L3,17,usa:map_4270,Binary,Yes or no: the value of Florida is similar to its neighbouring state Georgia.,Yes,1->1,1,1,yes,yes,209,467,complete,complete,121,True,0.05932203389830504,8.264462809917354,False,269,True,0.16165413533834583,22.304832713754646,False
china,120,mapwise_china_map13_1C_t31_idx0317,L2,30,china:map13_1,Binary,Yes or no: a majority of states bordering Hubei have values less than 10.,Yes,1->0,1,0,yes,,2390,3072,complete,truncated,1388,True,0.20288808664259927,18.011527377521613,False,1740,False,0.30685089234312035,24.71264367816092,True
india,1933,mapwise_india_map167_3C_t13_idx0318,L2,13,india:map167_3,Single,Which state has the second lowest value in the coastal states?,Odisha,0->1,0,1,,['odisha'],3072,2907,truncated,complete,2078,False,0.3151807228915663,15.399422521655438,True,1961,True,0.23493360572012256,10.708822029576746,False
china,283,mapwise_china_map4_4D_t9_idx0319,L1,9,china:map4_4,Binary,Does Tibet fall in the lowest range?,No,1->1,1,1,no,no,152,152,complete,complete,91,True,0.022727272727272707,0.0,False,91,True,0.022727272727272707,0.0,False
india,1482,mapwise_india_map83_1D_t16_idx0320,L1,15,india:map83_1,Range,What value range does Goa fall in?,"106,684.99 - 939,852.33",1->0,1,0,106684.99-939852.33,5620349-27931832,219,141,complete,complete,99,True,0.04166666666666663,0.0,False,61,True,0.10344827586206895,0.0,False
china,712,mapwise_china_map22_6D_t25_idx0321,L2,24,china:map22_6,Range,What is the median range of the states in the region bordering Tibet?,351.74 - 518.81,0->0,0,0,,,3072,3072,truncated,truncated,1680,False,0.23076923076923073,12.5,True,1725,False,0.33797909407665505,13.91304347826087,True
usa,2204,mapwise_usa_map_18402_t6_idx0322,L0,6,usa:map_18402,Binary,Yes or no: the map depicts percentages.,No,0->0,0,0,yes,yes,535,520,complete,complete,373,True,0.10270270270270265,5.361930294906166,False,358,True,0.06760563380281692,8.379888268156424,False
usa,2205,mapwise_usa_map_18402_t18_idx0323,L3,17,usa:map_18402,Binary,Yes or no: the value of North Carolina is similar to its neighbouring state South Carolina.,No,0->0,0,0,yes,yes,94,94,complete,complete,70,True,0.0,0.0,False,70,True,0.0,0.0,False
china,363,mapwise_china_map11_1D_t37_idx0324,L3,36,china:map11_1,Single,Which state in the highest range borders at least 2 states from the same range?,Shandong,0->0,0,0,,,3072,3072,truncated,truncated,1915,False,0.303347280334728,9.921671018276763,True,1577,False,0.3055908513341804,15.85288522511097,True
india,1461,mapwise_india_map79_2D_t6_idx0325,L0,6,india:map79_2,Binary,Yes or no: the map depicts absolute values.,Yes,0->0,0,0,no,no,134,232,complete,complete,79,True,0.0,0.0,False,132,True,0.06976744186046513,0.0,False
china,324,mapwise_china_map7_8D_t1_idx0326,L0,1,china:map7_8,Count,How many distinct categories does the legend contain?,5,0->0,0,0,6,6,266,266,complete,complete,143,True,0.0357142857142857,6.993006993006993,False,143,True,0.0357142857142857,6.993006993006993,False
usa,2477,mapwise_usa_map_488_t36_idx0327,L3,35,usa:map_488,Single,Name the western most state in the range 44-57.,Utah,1->1,1,1,['utah'],['utah'],189,189,complete,complete,130,True,0.015748031496062964,15.384615384615385,False,130,True,0.015748031496062964,15.384615384615385,False
china,256,mapwise_china_map1_1D_t9_idx0328,L1,9,china:map1_1,Binary,Does the value of Guangdong fall in the highest range?,Yes,1->1,1,1,yes,yes,93,161,complete,complete,56,True,0.0,0.0,False,103,True,0.040000000000000036,0.0,False
china,458,mapwise_china_map22_0D_t23_idx0329,L2,22,china:map22_0,Count,How many states in the East China Sea region have a value lower than 107.74?,0,0->0,0,0,,,3072,3072,truncated,truncated,1744,False,0.3503733486502011,14.3348623853211,True,1660,False,0.30235365117682556,17.46987951807229,True
usa,2203,mapwise_usa_map_18402_t16_idx0330,L1,15,usa:map_18402,Range,What value range does state Wisconsin fall in?,0.15 - 0.2,0->0,0,0,0.1,0.1,731,1019,complete,complete,518,True,0.1747572815533981,23.166023166023166,False,719,True,0.25,20.86230876216968,False
china,705,mapwise_china_map23_4D_t19_idx0331,L1,18,china:map23_4,Binary,Yes or no: the value of the Yunnan is lower than Sichuan,Yes,1->1,1,1,yes,yes,117,310,complete,complete,70,True,0.014925373134328401,0.0,False,157,True,0.045454545454545414,12.738853503184714,False
india,1352,mapwise_india_map59_2D_t9_idx0332,L1,9,india:map59_2,Binary,"Does Gujarat fall in the range 1,640.35 - 9,197.6?",No,1->1,1,1,no,no,308,320,complete,complete,137,True,0.18656716417910446,14.598540145985401,False,146,True,0.1748251748251748,13.698630136986301,False
india,1108,mapwise_india_map9_7D_t34_idx0333,L3,33,india:map9_7,Binary,Yes or no: Gujarat is the westernmost state that has a lower value compared to all its neighbours.,Yes,1->1,1,1,yes,yes,2666,2231,complete,complete,1555,True,0.24226804123711343,7.717041800643087,False,1324,True,0.26192278576835726,10.574018126888218,False
usa,2248,mapwise_usa_map_14414_t19_idx0334,L1,18,usa:map_14414,Binary,Yes or no: the value of Georgia is higher than Washington.,Yes,1->1,1,1,yes,yes,141,121,complete,complete,84,True,0.04938271604938271,0.0,False,84,True,0.024691358024691357,0.0,False
usa,2134,mapwise_usa_map_7_t35_idx0335,L2,34,usa:map_7,Count,How many states have a value similar to Texas?,4,0->0,0,0,5,5,1290,297,complete,complete,743,True,0.12972972972972974,10.767160161507402,False,184,True,0.027624309392265234,10.869565217391305,False
india,1993,mapwise_india_map171_4C_t7_idx0336,L0,7,india:map171_4,Single,Is the legend continuous or discrete?,Continuous,1->1,1,1,['continuous'],['continuous'],147,144,complete,complete,117,True,0.00877192982456143,0.0,False,114,True,0.009009009009009028,0.0,False
china,915,mapwise_china_map3_0C_t32_idx0337,L2,31,china:map3_0,Binary,Yes or no: Hainan is an outlier compared to other states in the region bordering South China Sea.,No,1->0,1,0,no,yes,1269,1380,complete,complete,876,True,0.1947308132875143,14.840182648401827,False,902,True,0.21023359288097887,6.651884700665189,False
china,823,mapwise_china_map19_0C_t34_idx0338,L3,33,china:map19_0,Binary,Yes or no: Inner Mongolia is the northmost state that has a higher value compared to all its neighbours.,No,1->0,1,0,no,yes,839,2275,complete,complete,609,True,0.16006600660066006,16.420361247947454,False,1599,True,0.28258145363408527,13.133208255159476,False
usa,2517,mapwise_usa_map_3689_t21_idx0339,L2,20,usa:map_3689,Binary,Yes or no: state New Mexico has the least value among states bordering Mexico.,Yes,0->1,0,1,no,yes,315,1270,complete,complete,250,True,0.13765182186234814,16.0,False,832,True,0.23763570566948133,21.634615384615383,False
usa,2378,mapwise_usa_map_6616_t19_idx0340,L1,18,usa:map_6616,Binary,Yes or no: the value of Georgia is similar to Texas.,Yes,1->1,1,1,yes,yes,131,131,complete,complete,75,True,0.05555555555555558,0.0,False,75,True,0.05555555555555558,0.0,False
india,1359,mapwise_india_map59_2D_t35_idx0341,L2,34,india:map59_2,Count,How many states bordering Gujarat have a value similar to Telangana?,0,1->1,1,1,0,0,2971,3039,complete,complete,1825,True,0.27442371020856204,18.63013698630137,False,1906,True,0.3131897004729375,26.232948583420775,False
usa,2354,mapwise_usa_map_4270_t19_idx0342,L1,18,usa:map_4270,Binary,Yes or no: the value of Nevada is higher than California.,Yes,1->1,1,1,yes,yes,211,211,complete,complete,113,True,0.045454545454545414,0.0,False,113,True,0.045454545454545414,0.0,False
india,1320,mapwise_india_map53_6D_t19_idx0343,L1,18,india:map53_6,Binary,Yes or no: the value of the Haryana is higher to Sikkim.,Yes,1->1,1,1,yes,yes,479,726,complete,complete,234,True,0.07359307359307354,4.273504273504273,False,393,True,0.12051282051282053,12.72264631043257,False
india,1710,mapwise_india_map121_2C_t22_idx0344,L2,21,india:map121_2,Binary,Yes or no: States bordering Myanmar have higher values on average than states on the west coast.,No,1->1,1,1,no,no,634,578,complete,complete,418,True,0.08192771084337347,7.177033492822966,False,375,True,0.07258064516129037,10.666666666666666,False
china,896,mapwise_china_map5_0D_t29_idx0345,L2,28,china:map5_0,Range,Which range has the fewest number of states?,4.96 - 6.34,0->0,0,0,8.09-9.09,,2658,3072,complete,truncated,1429,True,0.38288920056100983,23.093072078376487,False,1600,False,0.34564809016906695,24.375,True
india,1633,mapwise_india_map101_2D_t33_idx0346,L3,32,india:map101_2,Binary,Yes or no: Sikkim and West Bengal are the pair of bordering states with the highest difference.,Yes,1->0,1,0,yes,,2746,3072,complete,truncated,1671,True,0.2583932853717026,6.5828845002992225,False,1764,False,0.3077796706416809,11.904761904761905,True
india,1854,mapwise_india_map158_0D_t19_idx0347,L1,18,india:map158_0,Binary,Yes or no: the value of the Delhi is similar to Haryana.,Yes,1->1,1,1,yes,yes,247,179,complete,complete,139,True,0.02941176470588236,14.388489208633093,False,89,True,0.03488372093023251,0.0,False
india,1952,mapwise_india_map168_4C_t10_idx0348,L1,10,india:map168_4,Single,Is the value of Bihar closer to Odisha or Jharkhand?,Odisha,1->1,1,1,['odisha'],['odisha'],1306,2393,complete,complete,805,True,0.11720698254364093,17.391304347826086,False,1378,True,0.21090909090909093,16.69085631349782,False
usa,2713,mapwise_usa_map_9447_t16_idx0349,L1,15,usa:map_9447,Range,What value range does state Nebraska fall in?,12610 - 28430,0->0,0,0,29020-42850,29020-42850,178,178,complete,complete,91,True,0.011363636363636354,0.0,False,91,True,0.011363636363636354,0.0,False
usa,2305,mapwise_usa_map_910_t13_idx0350,L2,13,usa:map_910,Single,Which state has the leasest value in the west coast region?,California,1->1,1,1,['california'],['california'],1112,642,complete,complete,822,True,0.1855921855921856,21.8978102189781,False,475,True,0.11652542372881358,21.05263157894737,False
india,1664,mapwise_india_map108_0D_t29_idx0351,L2,28,india:map108_0,Range,Which range has the highest number of states?,8.99 - 755.0,0->0,0,0,,,3072,3072,truncated,truncated,1500,False,0.2037408149632598,23.333333333333332,True,1593,False,0.3144654088050315,16.321406151914626,True
india,1051,mapwise_india_map6_8C_t16_idx0352,L1,15,india:map6_8,Range,Between which two legend markings does Kerala fall in?,1000 - 1200,0->0,0,0,800-1000,800-1000,1587,2426,complete,complete,918,True,0.35737704918032787,31.59041394335512,False,1441,True,0.5591098748261474,29.14642609299098,False
china,647,mapwise_china_map21_0C_t32_idx0353,L2,31,china:map21_0,Binary,Yes or no: Tibet is an outlier compared to other states in western region.,Yes,1->1,1,1,yes,yes,358,582,complete,complete,247,True,0.040983606557377095,0.0,False,367,True,0.052197802197802234,8.174386920980927,False
usa,2998,mapwise_usa_map_8616_t32_idx0354,L2,31,usa:map_8616,Binary,Yes or no: California is an outlier compared to other states in the west coast region,Yes,1->1,1,1,yes,yes,195,188,complete,complete,143,True,0.021428571428571463,0.0,False,138,True,0.029629629629629672,0.0,False
india,1146,mapwise_india_map12_8C_t9_idx0355,L1,9,india:map12_8,Binary,Does the value of state Goa fall in range 2000 - 3000?,No,1->1,1,1,no,no,263,368,complete,complete,159,True,0.0,6.289308176100629,False,215,True,0.018867924528301883,9.30232558139535,False
usa,2780,mapwise_usa_map_20781_t9_idx0356,L1,9,usa:map_20781,Binary,Does state Alaska come in the range 30.1 - 34.2?,No,1->1,1,1,no,no,88,112,complete,complete,53,True,0.020000000000000018,0.0,False,75,True,0.02777777777777779,0.0,False
india,1835,mapwise_india_map152_3D_t37_idx0357,L3,36,india:map152_3,Single,Which state in mainland India borders at least 3 states from range 964127 - 2214416?,Chhattisgarh,0->1,0,1,,['chhattisgarh'],3072,2541,truncated,complete,1596,False,0.16760828625235402,21.303258145363408,True,1359,True,0.13790560471976399,17.660044150110377,False
china,911,mapwise_china_map3_0C_t19_idx0358,L1,18,china:map3_0,Binary,Yes or no: the value of the state Guangdong is similar to state Guangxi.,Yes,0->0,0,0,no,no,110,110,complete,complete,74,True,0.0,13.513513513513514,False,74,True,0.0,13.513513513513514,False
usa,2608,mapwise_usa_map_12175_t20_idx0359,L3,19,usa:map_12175,Single,Name the westernmost state that has a higher value than all its neighbours.,California,1->1,1,1,['california'],['california'],1052,1576,complete,complete,672,True,0.09865470852017932,7.440476190476191,False,1002,True,0.12112112112112117,3.992015968063872,False
usa,2585,mapwise_usa_map_17382_t16_idx0360,L1,15,usa:map_17382,Range,What value range does state North Dakota fall in?,1696-9561,1->1,1,1,1696-9561,1696-9561,215,150,complete,complete,121,True,0.025423728813559365,8.264462809917354,False,80,True,0.012987012987012991,0.0,False
china,727,mapwise_china_map21_2D_t9_idx0361,L1,9,china:map21_2,Binary,Does state Hunan fall in range 5.2 - 7.55?,No,1->1,1,1,no,no,169,283,complete,complete,96,True,0.021505376344086002,0.0,False,160,True,0.04458598726114649,0.0,False
india,1703,mapwise_india_map112_7D_t9_idx0362,L1,9,india:map112_7,Binary,Does Maharashtra fall in range 4384.00 - 11553.00?,Yes,0->0,0,0,,,3072,3072,truncated,truncated,1481,False,0.35250338294993233,11.478730587440918,True,1505,False,0.37882822902796276,9.966777408637874,True
india,1924,mapwise_india_map166_7D_t23_idx0363,L2,22,india:map166_7,Count,How many states in Aravalli Range have a value lower than 7430.33?,1,0->0,0,0,,,3072,3072,truncated,truncated,1795,False,0.2678571428571429,9.470752089136491,True,1894,False,0.2723426758328926,11.08764519535375,True
india,1005,mapwise_india_map1_0C_t33_idx0364,L3,32,india:map1_0,Binary,Yes or no: Nagaland and Manipur are the pair of bordering states with the highest difference.,No,1->1,1,1,no,no,1369,1161,complete,complete,916,True,0.14786418400876233,15.283842794759826,False,813,True,0.16049382716049387,8.61008610086101,False
china,801,mapwise_china_map17_2D_t9_idx0365,L1,9,china:map17_2,Binary,Does Xinjiang fall in range 6.09 - 35.7?,No,0->0,0,0,yes,yes,142,128,complete,complete,86,True,0.02409638554216864,0.0,False,77,True,0.027027027027026973,0.0,False
usa,2462,mapwise_usa_map_584_t34_idx0366,L3,33,usa:map_584,Binary,Yes or no: South Carolina is the eastern-most state that has a similar value compared to all its neighbours.,Yes,0->0,0,0,,no,3072,2055,truncated,complete,2060,False,0.25036460865337873,8.25242718446602,True,1420,True,0.3486238532110092,21.12676056338028,False
india,1932,mapwise_india_map167_3C_t20_idx0367,L3,19,india:map167_3,Single,Name the westernmost state that has a lower value compared to all its neighbours.,Goa,0->0,0,0,,,3072,3072,truncated,truncated,2174,False,0.3606632888070014,22.539098436062556,True,2232,False,0.38133692238672046,22.849462365591396,True
china,970,mapwise_china_map14_0D_t1_idx0368,L0,1,china:map14_0,Count,How many distinct categories does the legend contain?,5,0->0,0,0,4,4,179,182,complete,complete,107,True,0.009615384615384581,9.345794392523365,False,110,True,0.009345794392523366,9.090909090909092,False
india,1282,mapwise_india_map44_6D_t33_idx0369,L3,32,india:map44_6,Binary,Yes or no: Assam and Meghalaya are the pair of bordering states with the highest difference.,No,0->0,0,0,,,3072,3072,truncated,truncated,1734,False,0.2605430387059503,4.036908881199539,True,1869,False,0.2947481243301179,11.235955056179776,True
usa,2859,mapwise_usa_map_4_t7_idx0370,L0,7,usa:map_4,Single,Is the legend discrete or continuous?,Continuous,1->1,1,1,['continuous'],['continuous'],167,170,complete,complete,124,True,0.0,0.0,False,127,True,0.0,0.0,False
china,35,mapwise_china_map4_1C_t6_idx0371,L0,6,china:map4_1,Binary,Yes or no: the map depicts percentages.,No,0->0,0,0,yes,yes,199,270,complete,complete,143,True,0.021428571428571463,6.993006993006993,False,201,True,0.0757575757575758,9.950248756218905,False
china,919,mapwise_china_map4_3C_t24_idx0372,L2,23,china:map4_3,Binary,Yes or no: the median state value in region bordering Tibet lies between -10 and 10.,Yes,1->0,1,0,yes,,2331,3072,complete,truncated,1389,True,0.18831168831168832,15.83873290136789,False,1905,False,0.28601472134595163,9.448818897637794,True
usa,2930,mapwise_usa_map_8576_t8_idx0373,L0,8,usa:map_8576,Range,Which class has the largest range of values?,"0-37,719",0->0,0,0,301325-766290,301325-766290,416,419,complete,complete,161,True,0.03164556962025311,6.211180124223603,False,164,True,0.03105590062111796,6.097560975609756,False
usa,3011,mapwise_usa_map_930_t2_idx0374,L0,2,usa:map_930,Binary,Yes or no: in the legend the colour intensity is inversely proportional to the value.,No,1->1,1,1,no,no,185,185,complete,complete,99,True,0.0,0.0,False,99,True,0.0,0.0,False
china,849,mapwise_china_map16_3C_t33_idx0375,L3,32,china:map16_3,Binary,Yes or no: Xinjiang and Tibet are the pair of bordering states with the highest difference.,No,0->1,0,1,,no,3072,1252,truncated,complete,2179,False,0.22058823529411764,6.424965580541532,True,845,True,0.16864608076009502,5.9171597633136095,False
india,1627,mapwise_india_map100_4C_t10_idx0376,L1,10,india:map100_4,Single,Is the value of Tamil Nadu closer to 600B or 800B?,800B,0->0,0,0,,,3072,3072,truncated,truncated,1588,False,0.2870662460567823,21.410579345088163,True,1541,False,0.29843953185955785,16.223231667748216,True
china,815,mapwise_china_map16_3D_t39_idx0377,L2,38,china:map16_3,Binary,Yes or no: all states neighboring Xinjiang have values above 362.5.,No,1->1,1,1,no,no,727,626,complete,complete,435,True,0.13657407407407407,11.494252873563218,False,397,True,0.15736040609137059,7.5566750629722925,False
usa,2112,mapwise_usa_map_15641_t20_idx0378,L3,19,usa:map_15641,Single,Name the western-most state that belongs to a lower value range compared to all its neighbours.,California,0->0,0,0,,['illinois'],3072,1536,truncated,complete,1997,False,0.347542627883651,16.024036054081122,True,972,True,0.2559339525283798,7.20164609053498,False
india,1089,mapwise_india_map8_6C_t38_idx0379,L2,37,india:map8_6,Binary,Yes or no: the value of Tamil Nadu is above the median value amongst states in South India.,Yes,0->0,0,0,no,,2320,3072,complete,truncated,1325,True,0.22314674735249618,18.867924528301888,False,1662,False,0.218203737191079,20.45728038507822,True
usa,2171,mapwise_usa_map_19332_t18_idx0380,L3,17,usa:map_19332,Binary,Yes or no: the value of the state California is higher than its neighbouring state Oregon.,No,1->1,1,1,no,no,310,309,complete,complete,162,True,0.12578616352201255,12.345679012345679,False,161,True,0.12658227848101267,12.422360248447205,False
china,418,mapwise_china_map18_4D_t33_idx0381,L3,32,china:map18_4,Binary,Yes or no: Beijing and Tianjin are the pair of bordering states with the highest difference.,Yes,0->0,0,0,,no,3072,2432,truncated,complete,1282,False,0.38232994526974196,12.480499219968799,True,1501,True,0.28037383177570097,7.994670219853431,False
china,652,mapwise_china_map23_8C_t32_idx0382,L2,31,china:map23_8,Binary,Yes or no: Inner Mongolia is an outlier compared to other states in the south east region.,No,1->0,1,0,no,yes,689,1013,complete,complete,521,True,0.18339768339768336,7.677543186180422,False,766,True,0.18741808650065528,9.138381201044387,False
india,1900,mapwise_india_map165_7C_t36_idx0383,L3,35,india:map165_7,Single,Name the southernmost state with value below 1000.,Kerala,1->1,1,1,['kerala'],['kerala'],1041,1996,complete,complete,678,True,0.14074074074074072,7.374631268436578,False,1229,True,0.16965742251223492,15.459723352318958,False
india,1417,mapwise_india_map67_7D_t37_idx0384,L3,36,india:map67_7,Single,Which state bordering Bangladesh borders has at least 2 states from range 33 - 56?,West Bengal,0->1,0,1,,['west bengal'],3072,2833,truncated,complete,1689,False,0.2680901542111507,11.249259917110717,True,1641,True,0.21855921855921856,6.703229737964656,False
india,1048,mapwise_india_map5_8C_t19_idx0385,L1,18,india:map5_8,Binary,Yes or no: the value of Tripura is similar to Madhya Pradesh.,Yes,0->0,0,0,no,no,123,130,complete,complete,79,True,0.0,12.658227848101266,False,85,True,0.0,11.764705882352942,False
india,1534,mapwise_india_map91_1C_t9_idx0386,L1,9,india:map91_1,Binary,Does the value of Tamil Nadu fall in 200 - 300?,No,1->1,1,1,no,no,546,527,complete,complete,350,True,0.13544668587896258,20.0,False,330,True,0.10703363914373087,24.242424242424242,False
china,931,mapwise_china_map5_4C_t20_idx0387,L3,19,china:map5_4,Single,Name the East-most state that has a higher value compared to all its neighbours.,Heilongjiang,0->0,0,0,['shanghai'],,1907,3072,complete,truncated,1337,True,0.15592203898050971,10.471204188481675,False,1933,False,0.21088082901554406,16.554578375581997,True
india,1540,mapwise_india_map92_2C_t7_idx0388,L0,7,india:map92_2,Single,Is the legend continuous or discrete?,Continuous,1->1,1,1,['continuous'],['continuous'],205,210,complete,complete,141,True,0.007246376811594235,0.0,False,142,True,0.007194244604316502,0.0,False
india,1647,mapwise_india_map102_1D_t5_idx0389,L0,5,india:map102_1,Binary,Yes or no: the legend has different shades of the same colour?,Yes,1->1,1,1,yes,yes,321,213,complete,complete,194,True,0.07853403141361259,10.309278350515465,False,138,True,0.03703703703703709,7.246376811594203,False
china,231,mapwise_china_map3_1C_t32_idx0390,L2,31,china:map3_1,Binary,Yes or no: Liaoning is an outlier compared to other states with coasts.,Yes,1->1,1,1,yes,yes,527,566,complete,complete,343,True,0.055882352941176494,0.0,False,374,True,0.06738544474393526,2.6737967914438503,False
usa,2474,mapwise_usa_map_488_t1_idx0391,L0,1,usa:map_488,Count,How many distinct categories does the legend contain?,4,1->1,1,1,4,4,96,92,complete,complete,59,True,0.0,0.0,False,55,True,0.0,0.0,False
china,720,mapwise_china_map21_2D_t30_idx0392,L2,29,china:map21_2,Binary,Does state Qinghai have the most different value to state Sichuan amongst the states in the western region?,Yes,0->0,0,0,,,3072,3072,truncated,truncated,1739,False,0.2644009216589862,4.6003450258769405,True,1687,False,0.3788598574821853,1.7783046828689981,True
china,389,mapwise_china_map14_7D_t1_idx0393,L0,1,china:map14_7,Count,How many distinct categories does the legend contain?,5,1->1,1,1,5,5,303,209,complete,complete,153,True,0.07999999999999996,6.5359477124183005,False,122,True,0.0,8.19672131147541,False
usa,2547,mapwise_usa_map_8083_t37_idx0394,L3,36,usa:map_8083,Single,Which states have missing data?,None,1->1,1,1,['none'],['none'],1474,2246,complete,complete,940,True,0.22945570971184637,43.61702127659574,False,1490,True,0.44519166106254204,44.29530201342282,False
